Date,BAC,CI,CL,COST,CVX,GS,HD,JPM,KO,LOW,MA,MCD,MS,PEP,PG,UNH,V,WMT,XOM,YUM
2022-07-25,30.46213722229004,253.34616088867188,70.73700714111328,503.8424377441406,125.22669219970703,293.5562438964844,276.20220947265625,104.5762710571289,55.27671813964844,179.78155517578125,336.0187683105469,228.1917266845703,71.99272155761719,148.9530792236328,129.66062927246094,491.47906494140625,207.39932250976562,41.81711959838867,78.16950225830078,108.43345642089844
2022-07-26,29.848012924194336,255.3905487060547,71.3548812866211,487.4552001953125,124.24835205078125,288.511474609375,269.0119323730469,102.94254302978516,56.1833381652832,174.05955505371094,333.1585388183594,234.30711364746094,70.45781707763672,150.68948364257812,129.91281127929688,493.4471130371094,205.67637634277344,38.63697052001953,77.86542510986328,109.16527557373047
2022-07-27,30.335697174072266,255.29759216308594,71.56387329101562,497.3388671875,125.88453674316406,293.9367370605469,269.67047119140625,104.59441375732422,56.00556564331055,175.2777557373047,335.10107421875,235.94761657714844,71.95783233642578,150.47897338867188,131.14645385742188,496.2502746582031,203.7211456298828,40.097171783447266,79.5508041381836,111.63876342773438
2022-07-28,30.09185791015625,253.89443969726562,71.9545669555664,511.4271240234375,126.83760833740234,298.0757141113281,270.3200378417969,104.20413970947266,56.9388427734375,176.08990478515625,344.0627136230469,240.11260986328125,73.0274887084961,153.32913208007812,133.32562255859375,502.6365966796875,204.57290649414062,41.09809494018555,80.48035430908203,113.67679595947266
2022-07-29,30.534381866455078,255.88308715820312,71.54570007324219,516.3107299804688,138.1305694580078,301.9521179199219,271.5018615722656,104.70333099365234,57.03661346435547,176.7636260986328,345.3708190917969,240.0306396484375,74.21601104736328,153.43438720703125,125.08623504638672,503.4256896972656,205.3085174560547,41.82661819458008,84.20726013183594,113.51931762695312
2022-08-01,30.444074630737305,254.07095336914062,73.69004821777344,521.5662231445312,135.3726806640625,300.76556396484375,275.90447998046875,103.65956115722656,57.34770965576172,179.12628173828125,342.19818115234375,240.8143768310547,74.03112030029297,155.1795196533203,128.67913818359375,496.9651184082031,204.58258056640625,41.981834411621094,82.0788345336914,113.70458984375
2022-08-02,29.8389892578125,252.24038696289062,72.92681121826172,518.37109375,134.21725463867188,296.9617004394531,271.29437255859375,102.04397583007812,56.5655403137207,173.45965576171875,340.70458984375,237.9161376953125,73.53811645507812,153.899169921875,127.82367706298828,497.0392761230469,199.64613342285156,42.02616882324219,81.72264862060547,113.1395034790039
2022-08-03,30.380855560302734,252.5191192626953,73.9898910522461,521.7570190429688,131.02923583984375,301.7528076171875,276.400634765625,103.11500549316406,56.81440353393555,180.35374450683594,345.7027893066406,238.864013671875,74.87629699707031,155.0742950439453,130.46209716796875,501.85693359375,201.79493713378906,41.33565902709961,79.07299041748047,110.99026489257812
2022-08-04,30.164112091064453,260.28778076171875,73.49923706054688,518.1993408203125,127.4701156616211,300.57537841796875,277.1224365234375,101.98046112060547,56.592193603515625,181.9595947265625,347.5965881347656,237.5425262451172,75.14921569824219,154.23240661621094,130.25498962402344,495.4519958496094,206.62493896484375,39.77408981323242,75.7457046508789,111.184814453125
2022-08-05,30.669851303100586,261.8396301269531,73.08128356933594,515.7098388671875,129.57861328125,303.11138916015625,279.39599609375,105.06637573242188,56.33443832397461,183.7315673828125,349.00238037109375,236.25747680664062,75.82711029052734,153.07481384277344,130.31800842285156,496.66815185546875,208.94798278808594,40.0940055847168,76.84030151367188,109.70259094238281
2022-08-08,30.245386123657227,261.8396301269531,73.42654418945312,516.8829956054688,129.38461303710938,303.12042236328125,281.4529113769531,103.78662872314453,55.970008850097656,186.2787628173828,343.7796630859375,234.0427703857422,75.73905181884766,152.46095275878906,130.81329345703125,498.0975036621094,206.4797821044922,40.420249938964844,77.27466583251953,109.77669525146484
